id,week_of_outbreak,state_ut,district,disease,cases,deaths,day,month,year,latitude,longitude,precipitation,lai,temp,disease_category,death_rate,date,lag_1,lag_2,lag_3,lag_6,lag_12,roll_3_mean,roll_6_mean,roll_3_std,roll_6_std,month_sin,month_cos,temp_change,precipitation_change,lai_change,spike_ratio,acceleration,growth_rate,outbreak_flag,outbreak_frequency_12m,log_cases,outbreak
2194,26th week,Karnataka,Tumkur,Dengue And Chikungunya,30.0,1,23,6,2017,13.3400771,77.1006208,0.25399925,5.0,300.9,Dengue-Chikungunya,0.03225806451612903,2017-06-01,21.0,23.0,23.0,0.0,0.0,22.333333333333332,0.0,1.154700538379251,0.0,1.2246467991473532e-16,-1.0,-4.6299999999999955,0.20564238,-3.0,1.2857142857142858,-2.0,-0.08333333333333333,0,0.0,3.4339872044851463,0
2401,35th week,Karnataka,Tumkur,Dengue And Chikungunya,15.0,1,23,8,2017,13.3400771,77.1006208,0.310454548,4.0,301.9,Dengue-Chikungunya,0.0625,2017-08-01,30.0,21.0,23.0,0.0,0.0,24.666666666666668,0.0,4.725815626252608,0.0,-0.8660254037844385,-0.5000000000000004,1.0,0.05645529799999999,-1.0,0.5844155844155844,9.0,0.2916666666666667,0,0.0,2.772588722239781,0
2419,36th week,Karnataka,Tumkur,Dengue And Chikungunya,32.0,1,17,8,2017,13.3400771,77.1006208,0.434189903,4.0,303.21,Dengue-Chikungunya,0.030303030303030304,2017-08-01,15.0,30.0,21.0,0.0,0.0,22.0,0.0,7.549834435270749,0.0,-0.8660254037844385,-0.5000000000000004,1.3100000000000023,0.12373535499999999,0.0,1.391304347826087,-15.0,-0.2727272727272727,0,0.0,3.4965075614664802,0
2508,41st week,Karnataka,Tumkur,Dengue And Chikungunya,31.0,1,2,10,2017,13.3400771,77.1006208,1.146909927,8.0,301.491,Dengue-Chikungunya,0.03125,2017-10-01,32.0,15.0,30.0,23.0,0.0,25.666666666666668,24.0,9.291573243177568,6.196773353931867,-0.8660254037844386,0.5000000000000001,-1.718999999999994,0.712720024,4.0,1.1624999999999999,17.0,0.06451612903225806,0,0.0,3.4657359027997265,0
1294,45th week,Karnataka,Tumkur,Dengue And Chikungunya,33.0,1,22,10,2019,13.3400771,77.1006208,0.720433913,9.0,300.42,Dengue-Chikungunya,0.029411764705882353,2019-10-01,31.0,32.0,15.0,23.0,0.0,26.0,25.333333333333332,9.539392014169456,6.772493386240157,-0.8660254037844386,0.5000000000000001,-1.0709999999999695,-0.426476014,1.0,1.2222222222222223,-1.0,1.0,0,0.0,3.5263605246161616,0
1359,49th week,Karnataka,Tumkur,Dengue And Chikungunya,19.0,1,18,11,2019,13.3400771,77.1006208,0.111284711,13.0,300.108,Dengue-Chikungunya,0.05,2019-11-01,33.0,31.0,32.0,21.0,0.0,32.0,27.0,0.9999999999999929,7.293833011524189,-0.5000000000000004,0.8660254037844384,-0.3120000000000118,-0.609149202,4.0,0.5757575757575758,2.0,0.030303030303030304,0,0.0,2.995732273553991,0
7197,17th week,Karnataka,Tumkur,Malaria,25.0,0,21,4,2011,13.3400771,77.1006208,0.175995881,8.0,308.656,Malaria,0.0,2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,8.548000000000002,0.06471117,-5.0,25.0,0.0,0.0,0,0.0,3.258096538021482,0
3965,24th week,Karnataka,Tumkur,Malaria,16.0,1,29,5,2015,13.3400771,77.1006208,0.028698907,9.0,309.85,Malaria,0.058823529411764705,2015-05-01,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,1.1940000000000168,-0.147296974,1.0,16.0,25.0,25.0,0,0.0,2.833213344056216,0
2595,47th week,Karnataka,Tumkur,Malaria,81.0,1,25,10,2017,13.3400771,77.1006208,0.004093341,15.0,300.748,Malaria,0.012195121951219513,2017-10-01,16.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-9.102000000000032,-0.024605566,6.0,81.0,-9.0,16.0,1,0.0,4.406719247264253,1
1894,45th week,Karnataka,Tumkur,Malaria,21.0,1,7,11,2018,13.3400771,77.1006208,0.095490425,11.0,302.425,Malaria,0.045454545454545456,2018-11-01,81.0,16.0,25.0,0.0,0.0,40.666666666666664,0.0,35.21836642056717,0.0,-0.5000000000000004,0.8660254037844384,1.677000000000021,0.091397084,-4.0,0.504,65.0,2.1538461538461537,0,0.0,3.091042453358316,0
1079,35th week,Karnataka,Tumkur,Suspected Dengue,21.0,1,17,8,2019,13.3400771,77.1006208,0.429035856,8.0,303.21,Dengue,0.045454545454545456,2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.7849999999999682,0.333545431,-3.0,21.0,0.0,0.0,0,0.0,3.091042453358316,0
8080,18th week,Karnataka,Udupi,Acute Diarrhoeal Disease,75.0,0,10,4,2010,13.3419169,74.7473232,0.010091904,17.0,306.384,Diarrheal Diseases,0.0,2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,75.0,0.0,0.0,1,0.0,4.330733340286331,1
4871,30th week,Karnataka,Udupi,Acute Diarrhoeal Disease,15.0,0,19,7,2014,13.3419169,74.7473232,4.06237796,6.0,299.1,Diarrheal Diseases,0.0,2014-07-01,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-7.283999999999992,4.052286056,-11.0,15.0,75.0,75.0,0,0.0,2.772588722239781,0
4249,35th week,Karnataka,Udupi,Cholera,7.0,2,22,8,2015,13.3419169,74.7473232,0.482337621,14.0,300.61,Diarrheal Diseases,0.25,2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,1.509999999999991,-3.580040339,8.0,7.0,0.0,0.0,0,0.0,2.0794415416798357,0
4793,26th week,Karnataka,Udupi,Dengue,10.0,0,19,6,2014,13.3419169,74.7473232,1.943347978,13.0,301.92,Dengue,0.0,2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,1.3100000000000023,1.4610103570000001,-1.0,10.0,0.0,0.0,0,0.0,2.3978952727983707,0
4027,26th week,Karnataka,Udupi,Dengue,176.0,0,2,6,2015,13.3419169,74.7473232,0.315684316,8.5,305.0,Dengue,0.0,2015-06-01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,3.079999999999984,-1.627663662,-4.5,176.0,10.0,10.0,1,0.0,5.176149732573829,1
2733,12th week,Karnataka,Udupi,Dengue,7.0,0,12,3,2016,13.3419169,74.7473232,0.020345875,14.0,304.88,Dengue,0.0,2016-03-01,176.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,-0.12000000000000455,-0.295338441,5.5,7.0,166.0,176.0,0,0.0,2.0794415416798357,0
2974,23rd week,Karnataka,Udupi,Dengue,13.0,0,28,5,2016,13.3419169,74.7473232,0.437835705,18.0,303.24,Dengue,0.0,2016-05-01,7.0,176.0,10.0,0.0,0.0,64.33333333333333,0.0,96.71780256671123,0.0,0.49999999999999994,-0.8660254037844387,-1.6399999999999864,0.41748983,4.0,0.19897959183673472,-169.0,-0.2727272727272727,0,0.0,2.6390573296152584,0
2954,23rd week,Karnataka,Udupi,Dengue,20.0,0,5,6,2016,13.3419169,74.7473232,1.153979421,10.0,303.3733334,Dengue,0.0,2016-06-01,13.0,7.0,176.0,0.0,0.0,65.33333333333333,0.0,95.88708637420021,0.0,1.2246467991473532e-16,-1.0,0.13333339999996952,0.716143716,-8.0,0.30150753768844224,6.0,-0.9209039548022598,0,0.0,3.044522437723423,0
3410,34th week,Karnataka,Udupi,Dengue,13.0,0,12,8,2016,13.3419169,74.7473232,1.722122339,14.0,300.6,Dengue,0.0,2016-08-01,20.0,13.0,7.0,0.0,0.0,13.333333333333334,0.0,6.506407098647576,0.0,-0.8660254037844385,-0.5000000000000004,-2.773333399999956,0.5681429179999999,4.0,0.9069767441860465,7.0,1.625,0,0.0,2.6390573296152584,0
3726,49th week,Karnataka,Udupi,Dengue,16.0,0,3,12,2016,13.3419169,74.7473232,0.000139584,25.0,302.624,Dengue,0.0,2016-12-01,13.0,20.0,13.0,10.0,0.0,15.333333333333334,39.833333333333336,4.041451884327165,66.84733851595489,-2.4492935982947064e-16,1.0,2.024000000000001,-1.721982755,11.0,0.9795918367346937,-7.0,0.0,0,0.0,2.833213344056216,0
2379,34th week,Karnataka,Udupi,Dengue,63.0,0,2,6,2017,13.3419169,74.7473232,1.017164019,8.5,302.715,Dengue,0.0,2017-06-01,16.0,13.0,20.0,176.0,0.0,16.333333333333332,40.833333333333336,3.5118845842839996,66.35485413040003,1.2246467991473532e-16,-1.0,0.09099999999995134,1.017024435,-16.5,3.634615384615385,3.0,-0.19047619047619047,1,0.0,4.1588830833596715,1
746,7th week,Karnataka,Udupi,Dengue,8.0,0,11,2,2019,13.3419169,74.7473232,0.004265875,16.0,305.06,Dengue,0.0,2019-02-01,63.0,16.0,13.0,7.0,0.0,30.666666666666668,22.0,28.041635710730784,20.53290042833695,0.8660254037844386,0.5000000000000001,2.3450000000000273,-1.012898144,7.5,0.25263157894736843,47.0,3.5714285714285716,0,0.0,2.1972245773362196,0
119,21st week,Karnataka,Udupi,Dengue,92.0,0,17,5,2022,13.3419169,74.7473232,0.833167973,18.0,302.55,Dengue,0.0,2022-05-01,8.0,63.0,16.0,13.0,0.0,29.0,22.166666666666668,29.715315916207228,20.390357198113684,0.49999999999999994,-0.8660254037844387,-2.509999999999991,0.828902098,2.0,3.066666666666667,-55.0,-0.47058823529411764,1,0.0,4.532599493153256,1
8079,18th week,Karnataka,Udupi,Malaria,50.0,0,20,4,2010,13.3419169,74.7473232,0.104227227,17.0,306.12,Malaria,0.0,2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,3.569999999999993,-0.728940746,-1.0,50.0,0.0,0.0,0,0.0,3.9318256327243257,0
7071,5th week,Karnataka,Udupi,Malaria,15.0,0,21,1,2011,13.3419169,74.7473232,0.000111902,22.0,304.612,Malaria,0.0,2011-01-01,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,-1.5079999999999814,-0.10411532500000001,5.0,15.0,50.0,50.0,0,0.0,2.772588722239781,0
7198,17th week,Karnataka,Udupi,Malaria,13.0,0,18,4,2011,13.3419169,74.7473232,0.214370374,16.0,305.44,Malaria,0.0,2011-04-01,15.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,0.8279999999999745,0.214258472,-6.0,13.0,-35.0,15.0,0,0.0,2.6390573296152584,0
7496,30th week,Karnataka,Udupi,Malaria,130.0,0,25,7,2011,13.3419169,74.7473232,3.118854669,4.0,299.78,Malaria,0.0,2011-07-01,13.0,15.0,50.0,0.0,0.0,26.0,0.0,20.808652046684813,0.0,-0.4999999999999997,-0.8660254037844388,-5.660000000000025,2.904484295,-12.0,4.814814814814815,-2.0,-0.7254901960784313,1,0.0,4.875197323201151,1
7708,37th week,Karnataka,Udupi,Malaria,10.0,0,5,9,2011,13.3419169,74.7473232,5.564746436,9.0,294.1,Malaria,0.0,2011-09-01,130.0,13.0,15.0,0.0,0.0,52.666666666666664,0.0,66.98009654616313,0.0,-1.0,-1.8369701987210297e-16,-5.67999999999995,2.445891767,5.0,0.1863354037267081,117.0,7.1875,0,0.0,2.3978952727983707,0
6275,11th week,Karnataka,Udupi,Malaria,38.0,0,15,3,2012,13.3419169,74.7473232,0.002505923,14.0,303.37,Malaria,0.0,2012-03-01,10.0,130.0,13.0,0.0,0.0,51.0,0.0,68.4324484437025,0.0,1.0,6.123233995736766e-17,9.269999999999982,-5.562240513,5.0,0.7307692307692307,-120.0,-0.21428571428571427,0,0.0,3.6635616461296463,0
5651,28th week,Karnataka,Udupi,Malaria,11.0,0,22,6,2013,13.3419169,74.7473232,4.426548237,2.0,303.0441667,Malaria,0.0,2013-06-01,38.0,10.0,130.0,50.0,0.0,59.333333333333336,42.666666666666664,62.780039290632295,45.640625178306514,1.2246467991473532e-16,-1.0,-0.3258332999999993,4.424042314,-12.0,0.18232044198895028,28.0,-0.7022900763358778,0,0.0,2.4849066497880004,0
1600,25th week,Karnataka,Udupi,Malaria,57.0,0,14,6,2018,13.3419169,74.7473232,3.235902898,7.0,303.0441667,Malaria,0.0,2018-06-01,11.0,38.0,10.0,15.0,0.0,19.666666666666668,36.166666666666664,15.885003409925185,47.13986281976929,1.2246467991473532e-16,-1.0,0.0,-1.1906453390000005,5.0,2.758064516129032,-27.0,0.09090909090909091,1,0.0,4.060443010546419,1
980,30th week,Karnataka,Udupi,Malaria,13.0,0,10,7,2019,13.3419169,74.7473232,3.089131455,8.0,300.46,Malaria,0.0,2019-07-01,57.0,11.0,38.0,13.0,0.0,35.333333333333336,43.166666666666664,23.115651263447774,46.481896117377424,-0.4999999999999997,-0.8660254037844388,-2.5841667000000257,-0.146771443,1.0,0.35779816513761464,46.0,0.48717948717948717,0,0.0,2.6390573296152584,0
8431,36th week,Karnataka,Uttara Kannada,Acute Diarrhoeal Disease,10.0,1,24,8,2010,14.72447415,74.64223734,1.211412844,9.0,298.06,Diarrheal Diseases,0.09090909090909091,2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,10.0,0.0,0.0,0,0.0,2.3978952727983707,0
5624,28th week,Karnataka,Uttara Kannada,Acute Diarrhoeal Disease,14.0,1,6,7,2013,14.72447415,74.64223734,1.796459431,2.0,303.3241667,Diarrheal Diseases,0.06666666666666667,2013-07-01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,5.264166699999976,0.5850465869999999,-7.0,14.0,10.0,10.0,0,0.0,2.70805020110221,0
3318,32nd week,Karnataka,Uttara Kannada,Acute Diarrhoeal Disease,21.0,1,9,8,2016,14.72447415,74.64223734,2.200098313,5.0,299.16,Diarrheal Diseases,0.045454545454545456,2016-08-01,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-4.164166699999953,0.40363888199999987,3.0,21.0,4.0,14.0,0,0.0,3.091042453358316,0
963,29th week,Karnataka,Uttara Kannada,Acute Diarrhoeal Disease,20.0,1,16,7,2019,14.72447415,74.64223734,1.685498884,8.0,303.3241667,Diarrheal Diseases,0.047619047619047616,2019-07-01,21.0,14.0,10.0,0.0,0.0,15.0,0.0,5.5677643628300215,0.0,-0.4999999999999997,-0.8660254037844388,4.164166699999953,-0.5145994289999998,3.0,1.25,7.0,1.0,0,0.0,3.044522437723423,0
999,31st week,Karnataka,Uttara Kannada,Acute Diarrhoeal Disease,43.0,1,2,8,2019,14.72447415,74.64223734,1.296575106,3.0,300.64,Diarrheal Diseases,0.022727272727272728,2019-08-01,20.0,21.0,14.0,0.0,0.0,18.333333333333332,0.0,3.785938897200183,0.0,-0.8660254037844385,-0.5000000000000004,-2.6841666999999916,-0.3889237780000001,-5.0,2.224137931034483,-1.0,0.4,0,0.0,3.784189633918261,0
3082,26th week,Karnataka,Uttara Kannada,Acute Gastroenteritis,33.0,1,18,5,2016,14.72447415,74.64223734,0.313271324,23.0,302.8,Diarrheal Diseases,0.029411764705882353,2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,2.160000000000025,-0.9833037819999999,20.0,33.0,0.0,0.0,0,0.0,3.5263605246161616,0
557,1st week,Karnataka,Uttara Kannada,Chikungunya,14.0,1,30,12,2019,14.72447415,74.64223734,0.034278877,37.0,301.376,Chikungunya,0.06666666666666667,2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-1.424000000000035,-0.27899244700000003,14.0,14.0,0.0,0.0,0,0.0,2.70805020110221,0
7721,38th week,Karnataka,Uttara Kannada,Cholera,15.0,1,12,9,2011,14.72447415,74.64223734,1.037688386,15.0,299.2,Diarrheal Diseases,0.0625,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,-2.1759999999999877,1.003409509,-22.0,15.0,0.0,0.0,0,0.0,2.772588722239781,0
6715,32nd week,Karnataka,Uttara Kannada,Cholera,20.0,1,7,8,2012,14.72447415,74.64223734,1.794866666,2.0,299.86,Diarrheal Diseases,0.047619047619047616,2012-08-01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.660000000000025,0.7571782800000002,-13.0,20.0,15.0,15.0,0,0.0,3.044522437723423,0
6862,38th week,Karnataka,Uttara Kannada,Cholera,66.0,1,12,9,2012,14.72447415,74.64223734,1.124768659,15.0,300.33,Diarrheal Diseases,0.014925373134328358,2012-09-01,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,0.46999999999997044,-0.6700980070000002,13.0,66.0,5.0,20.0,1,0.0,4.204692619390966,1
1286,45th week,Karnataka,Uttara Kannada,Cholera,20.0,1,5,11,2019,14.72447415,74.64223734,0.217883286,42.0,300.75,Diarrheal Diseases,0.047619047619047616,2019-11-01,66.0,20.0,15.0,0.0,0.0,33.666666666666664,0.0,28.112867753634337,0.0,-0.5000000000000004,0.8660254037844384,0.4200000000000159,-0.9068853729999999,27.0,0.576923076923077,46.0,3.1875,0,0.0,3.044522437723423,0
8204,24th week,Karnataka,Uttara Kannada,Dengue,40.0,1,24,5,2010,14.72447415,74.64223734,0.128741194,29.5,303.92,Dengue,0.024390243902439025,2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,3.170000000000016,-0.089142092,-12.5,40.0,0.0,0.0,0,0.0,3.713572066704308,0
2831,19th week,Karnataka,Uttara Kannada,Dengue,10.0,1,13,5,2016,14.72447415,74.64223734,0.060620518,36.0,306.872,Dengue,0.09090909090909091,2016-05-01,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,2.951999999999998,-0.068120676,6.5,10.0,40.0,40.0,0,0.0,2.3978952727983707,0
7167,15th week,Karnataka,Uttara Kannada,Malaria,83.0,0,2,4,2011,14.72447415,74.64223734,0.048011889,34.0,303.4766666,Malaria,0.0,2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,-3.395333400000027,-0.012608628999999996,-2.0,83.0,0.0,0.0,1,0.0,4.430816798843313,1
3774,4th week,Karnataka,Vijapura,Acute Diarrhoeal Disease,13.0,1,22,1,2015,16.8269911,75.7175387,0.00012863,5.0,305.512,Diarrheal Diseases,0.07142857142857142,2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,13.0,0.0,0.0,0,0.0,2.6390573296152584,0
3831,15th week,Karnataka,Vijayapur,Acute Diarrhoeal Disease,28.0,1,5,4,2015,16.8054103,75.7179353,0.001964979,4.0,317.38,Diarrheal Diseases,0.034482758620689655,2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,28.0,0.0,0.0,0,0.0,3.367295829986474,0
852,23rd week,Karnataka,Vijayapur,Acute Diarrhoeal Disease,21.0,1,27,5,2019,16.8054103,75.7179353,0.037986687,3.0,315.448,Diarrheal Diseases,0.045454545454545456,2019-05-01,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,-1.9320000000000164,0.036021708,-1.0,21.0,28.0,28.0,0,0.0,3.091042453358316,0
2762,14th week,Karnataka,Vijayapur,Chikungunya,111.0,1,19,3,2016,16.8054103,75.7179353,0.00036207,3.0,319.608,Chikungunya,0.008928571428571428,2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,4.160000000000025,-0.037624617,0.0,111.0,0.0,0.0,1,0.0,4.718498871295094,1
2763,14th week,Karnataka,Vijayapur,Chikungunya,28.0,1,25,3,2016,16.8054103,75.7179353,8.03e-05,3.0,321.0933334,Chikungunya,0.034482758620689655,2016-03-01,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,1.4853334000000018,-0.00028177,0.0,28.0,111.0,111.0,0,0.0,3.367295829986474,0
3683,45th week,Karnataka,Vijayapur,Chikungunya,10.0,1,6,11,2016,16.8054103,75.7179353,0.012325201,10.0,307.96,Chikungunya,0.09090909090909091,2016-11-01,28.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-13.133333400000026,0.012244900999999999,7.0,10.0,-83.0,28.0,0,0.0,2.3978952727983707,0
558,1st week,Karnataka,Vijayapur,Dengue,48.0,1,3,1,2020,16.8054103,75.7179353,0.060889628,7.0,302.42,Dengue,0.02040816326530612,2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,-5.539999999999964,0.048564427,-3.0,48.0,0.0,0.0,0,0.0,3.8918202981106265,0
562,3rd week,Karnataka,Vijayapur,Dengue,48.0,1,3,1,2020,16.8054103,75.7179353,0.060889628,7.0,302.42,Dengue,0.02040816326530612,2020-01-01,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,48.0,48.0,48.0,0,0.0,3.8918202981106265,0
3853,17th week,Karnataka,Vijayapur,Malaria,33.0,1,23,4,2015,16.8054103,75.7179353,0.003489632,4.0,319.572,Malaria,0.029411764705882353,2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,17.151999999999987,-0.057399996,-3.0,33.0,0.0,0.0,0,0.0,3.5263605246161616,0
491,43rd week,Karnataka,Vijayapura,Acute Diarrhoeal Disease,17.0,1,21,10,2021,16.666667,75.916667,5.31e-05,13.0,306.076,Diarrheal Diseases,0.05555555555555555,2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,17.0,0.0,0.0,0,0.0,2.8903717578961645,0
2345,33rd week,Karnataka,Vijayapura,Chikungunya,20.0,1,14,8,2017,16.666667,75.916667,0.336416972,3.0,309.05,Chikungunya,0.047619047619047616,2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,2.9739999999999895,0.336363872,-10.0,20.0,0.0,0.0,0,0.0,3.044522437723423,0
128,22nd week,Karnataka,Vijayapura,Chikungunya,13.0,1,1,6,2022,16.666667,75.916667,0.008072189,4.0,312.472,Chikungunya,0.07142857142857142,2022-06-01,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,3.4219999999999686,-0.328344783,1.0,13.0,20.0,20.0,0,0.0,2.6390573296152584,0
180,24th week,Karnataka,Vijayapura,Chikungunya,16.0,1,12,6,2022,16.666667,75.916667,0.159472373,4.0,306.664,Chikungunya,0.058823529411764705,2022-06-01,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,-5.807999999999993,0.151400184,0.0,16.0,-7.0,13.0,0,0.0,2.833213344056216,0
5298,6th week,Karnataka,Yadgir,Acute Diarrhoeal Disease,21.0,1,28,1,2013,16.7670964,77.1403984,5.12e-05,6.0,305.93,Diarrheal Diseases,0.045454545454545456,2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,21.0,0.0,0.0,0,0.0,3.091042453358316,0
5347,13th week,Karnataka,Yadgir,Acute Diarrhoeal Disease,16.0,1,26,3,2013,16.7670964,77.1403984,3.21e-05,6.0,316.7433334,Diarrheal Diseases,0.058823529411764705,2013-03-01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,10.813333399999976,-1.9099999999999997e-05,0.0,16.0,21.0,21.0,0,0.0,2.833213344056216,0
5390,16th week,Karnataka,Yadgir,Acute Diarrhoeal Disease,109.0,1,9,4,2013,16.7670964,77.1403984,0.000238587,5.0,320.228,Diarrheal Diseases,0.00909090909090909,2013-04-01,16.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,3.4846666000000255,0.00020648700000000002,-1.0,109.0,-5.0,16.0,1,0.0,4.700480365792417,1
5441,20th week,Karnataka,Yadgir,Acute Diarrhoeal Disease,18.0,1,16,5,2013,16.7670964,77.1403984,0.000386927,9.0,314.856,Diarrheal Diseases,0.05263157894736842,2013-05-01,109.0,16.0,21.0,0.0,0.0,48.666666666666664,0.0,52.30997355508157,0.0,0.49999999999999994,-0.8660254037844387,-5.372000000000014,0.00014834,4.0,0.36241610738255037,93.0,4.0,0,0.0,2.9444389791664403,0
5665,29th week,Karnataka,Yadgir,Acute Diarrhoeal Disease,16.0,1,10,7,2013,16.7670964,77.1403984,0.385263485,3.0,307.4,Diarrheal Diseases,0.058823529411764705,2013-07-01,18.0,109.0,16.0,0.0,0.0,47.666666666666664,0.0,53.125637251079944,0.0,-0.4999999999999997,-0.8660254037844388,-7.456000000000017,0.38487655800000004,-6.0,0.32876712328767127,-91.0,0.11764705882352941,0,0.0,2.833213344056216,0
5690,30th week,Karnataka,Yadgir,Acute Diarrhoeal Disease,30.0,1,19,7,2013,16.7670964,77.1403984,0.724274454,2.0,303.94,Diarrheal Diseases,0.03225806451612903,2013-07-01,16.0,18.0,109.0,0.0,0.0,47.666666666666664,0.0,53.125637251079944,0.0,-0.4999999999999997,-0.8660254037844388,-3.4599999999999795,0.339010969,-1.0,0.6164383561643836,-2.0,-0.8454545454545455,0,0.0,3.4339872044851463,0
5691,30th week,Karnataka,Yadgir,Acute Diarrhoeal Disease,19.0,1,23,7,2013,16.7670964,77.1403984,1.400156774,2.0,305.67,Diarrheal Diseases,0.05,2013-07-01,30.0,16.0,18.0,21.0,0.0,21.333333333333332,35.0,7.57187779440036,36.627858250244444,-0.4999999999999997,-0.8660254037844388,1.7300000000000182,0.67588232,0.0,0.8507462686567164,14.0,0.631578947368421,0,0.0,2.995732273553991,0
5692,30th week,Karnataka,Yadgir,Acute Diarrhoeal Disease,20.0,1,24,7,2013,16.7670964,77.1403984,1.444281957,2.0,305.67,Diarrheal Diseases,0.047619047619047616,2013-07-01,19.0,30.0,16.0,16.0,0.0,21.666666666666668,34.666666666666664,7.371114795831988,36.78949125316449,-0.4999999999999997,-0.8660254037844388,0.0,0.04412518300000001,0.0,0.8823529411764706,-11.0,0.17647058823529413,0,0.0,3.044522437723423,0
7063,5th week,Karnataka,Yadgiri,Acute Diarrhoeal Disease,66.0,0,2,2,2011,16.7469536,77.1327594,4.12e-05,6.5,307.18,Diarrheal Diseases,0.0,2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,66.0,0.0,0.0,1,0.0,4.204692619390966,1
