id,week_of_outbreak,state_ut,district,disease,cases,deaths,day,month,year,latitude,longitude,precipitation,lai,temp,disease_category,death_rate
7636,34th week,Rajasthan,Udaipur,Acute Encephalitis Syndrome,1.0,1,7,7,2011,24.578721,73.6862571,0.286960631,5.0,308.18,Encephalitis,0.5
7637,34th week,West Bengal,Birbhum,Cholera,179.0,0,14,8,2011,24.0,87.583333,1.804068677,7.0,301.74,Diarrheal Diseases,0.0
7638,35th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,25.0,0,3,9,2011,14.6546235,77.55625984,0.252142797,7.0,303.3241667,Diarrheal Diseases,0.0
7639,35th week,Andhra Pradesh,Krishna,Dengue,45.0,0,31,8,2011,16.21399145,81.02572814,0.57298121,9.0,300.82,Dengue,0.0
7640,35th week,Bihar,Aurangabad,Acute Diarrhoeal Disease,9.0,1,28,8,2011,24.786306,84.41448983,0.571880819,3.5,302.4266666,Diarrheal Diseases,0.1
7641,35th week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,12.0,1,27,8,2011,25.1677029,86.05935924,0.639723503,11.0,301.5266666,Diarrheal Diseases,0.07692307692307693
7642,35th week,Bihar,Munger,Malaria,22.0,0,22,8,2011,25.22081165,86.51720367,1.355408388,10.0,299.28,Malaria,0.0
7643,35th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,20.0,1,28,8,2011,20.7084545,81.5481305,1.073780256,9.0,301.28,Diarrheal Diseases,0.047619047619047616
7644,35th week,Chhattisgarh,Jashpur,Acute Diarrhoeal Disease,10.0,1,22,8,2011,22.76678355,83.95304519,0.717033669,14.0,299.9,Diarrheal Diseases,0.09090909090909091
7645,35th week,Gujarat,Navsari,Acute Diarrhoeal Disease,35.0,0,29,8,2011,20.952407,72.9323831,1.846970939,5.0,297.62,Diarrheal Diseases,0.0
7646,35th week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,208.0,4,2,9,2011,23.25,78.083333,0.744381651,16.0,290.45,Diarrheal Diseases,0.019138755980861243
7647,35th week,Tamil Nadu,Ramanathapuram,Dengue,17.0,0,30,8,2011,9.3895523,78.85907072,0.225489454,5.0,311.32,Dengue,0.0
7648,35th week,West Bengal,Dakshin Dinajpur,Acute Diarrhoeal Disease,22.0,0,26,8,2011,25.38703085,88.50471505,0.505774025,15.0,288.56,Diarrheal Diseases,0.0
7649,35th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,23.0,0,31,8,2011,24.1745993,88.2721335,0.475402698,14.0,300.504,Diarrheal Diseases,0.0
7650,35th week,Bihar,Gaya,Acute Diarrhoeal Disease,29.0,0,20,8,2011,24.7964355,85.0079563,2.413632982,9.0,302.43,Diarrheal Diseases,0.0
7651,35th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,70.0,0,5,7,2011,21.1882332,82.48484762,0.195885137,7.0,307.04,Diarrheal Diseases,0.0
7652,35th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,23.0,0,14,8,2011,21.1882332,82.48484762,0.717568821,10.0,301.74,Diarrheal Diseases,0.0
7653,35th week,Chhattisgarh,Mahasamund,Malaria,108.0,3,5,8,2011,21.1882332,82.48484762,0.50811943,6.0,304.08,Malaria,0.027522935779816515
7654,35th week,Chandigarh,Chandigarh,Cholera,5.0,0,1,8,2011,30.72984395,76.78414567,0.391068031,17.0,302.3133334,Diarrheal Diseases,0.0
7655,35th week,Haryana,Palwal,Acute Diarrhoeal Disease,159.0,5,3,8,2011,28.1769589,77.37311204,0.755796567,11.0,302.93,Diarrheal Diseases,0.03125
7656,35th week,Maharashtra,Parbhani,Chikungunya,57.0,0,15,8,2011,19.29031365,76.60290343,0.251531015,6.0,301.57,Chikungunya,0.0
7657,35th week,West Bengal,Bankura,Cholera,73.0,1,20,8,2011,23.13195425,87.2073972,0.933028728,8.0,300.21,Diarrheal Diseases,0.013513513513513514
7658,36th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,15.0,0,6,9,2011,17.7222517,83.32670984,0.617207562,9.5,303.3241667,Diarrheal Diseases,0.0
7659,36th week,Telangana,Warangal,Acute Diarrhoeal Disease,17.0,0,5,9,2011,17.9820644,79.5970954,0.725822107,9.0,302.38,Diarrheal Diseases,0.0
7660,36th week,Assam,Marigaon,Acute Diarrhoeal Disease,22.0,2,4,9,2011,26.290712,92.29221257,0.40117457,23.0,301.08,Diarrheal Diseases,0.08695652173913043
7661,36th week,Bihar,Darbhanga,Acute Diarrhoeal Disease,81.0,1,1,9,2011,26.08314325,86.03257097,0.122669109,18.0,301.3866666,Diarrheal Diseases,0.012195121951219513
7662,36th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,14.0,0,2,9,2011,22.0090841,82.578896,0.870796245,12.0,300.28,Diarrheal Diseases,0.0
7663,36th week,Chhattisgarh,Janjgir,Cholera,20.0,0,3,9,2011,22.0090841,82.578896,0.782898715,12.0,300.28,Diarrheal Diseases,0.0
7664,36th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,103.0,1,4,9,2011,22.5,83.5,1.033275074,13.0,300.0,Diarrheal Diseases,0.009615384615384616
7665,36th week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,103.0,0,29,8,2011,21.2380912,81.6336993,0.74697598,16.0,302.22,Diarrheal Diseases,0.0
7666,36th week,Haryana,Gurgaon,Acute Diarrhoeal Disease,26.0,0,9,9,2011,28.42826235,77.00270015,0.81172737,9.0,303.04,Diarrheal Diseases,0.0
7667,36th week,Jharkhand,Simdega,Acute Diarrhoeal Disease,18.0,0,4,9,2011,22.6664325,84.55026791,1.267343351,10.0,298.68,Diarrheal Diseases,0.0
7668,36th week,Karnataka,Bidar,Acute Diarrhoeal Disease,41.0,0,8,9,2011,18.083333,77.333333,0.609214289,10.0,299.71,Diarrheal Diseases,0.0
7669,36th week,Karnataka,Chikmagalur,Acute Diarrhoeal Disease,10.0,0,10,9,2011,13.318014,75.7738743,0.287867043,7.0,300.26,Diarrheal Diseases,0.0
7670,36th week,Karnataka,Mandya,Acute Diarrhoeal Disease,16.0,0,29,8,2011,12.5238888,76.8961961,0.459808006,7.0,304.76,Diarrheal Diseases,0.0
7671,36th week,Madhya Pradesh,Katni,Acute Diarrhoeal Disease,13.0,0,3,9,2011,23.8339621,80.392456,0.670381111,15.0,300.635,Diarrheal Diseases,0.0
7672,36th week,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,66.0,0,11,9,2011,24.5,80.25,0.835601825,13.0,301.72,Diarrheal Diseases,0.0
7673,36th week,Madhya Pradesh,Hoshangabad,Malaria,56.0,3,9,9,2011,22.6001502,77.92664521,0.300029866,10.0,303.3241667,Malaria,0.05263157894736842
7674,36th week,Maharashtra,Jalna,Dengue,20.0,0,3,9,2011,19.91883295,75.87085986,0.853302804,8.0,301.87,Dengue,0.0
7675,36th week,Maharashtra,Pune,Cholera,7.0,1,29,8,2011,18.521428,73.8544541,1.392534534,7.0,299.27,Diarrheal Diseases,0.125
7676,36th week,Punjab,Moga,Acute Diarrhoeal Disease,11.0,0,5,9,2011,30.7839866,75.16057423,0.347527422,24.0,300.76,Diarrheal Diseases,0.0
7677,36th week,Punjab,Barnala,Acute Diarrhoeal Disease,33.0,0,8,9,2011,30.3704685,75.50401742,0.420826942,28.0,303.02,Diarrheal Diseases,0.0
7678,36th week,Punjab,Patiala,Malaria,5.0,3,30,8,2011,30.2090874,76.33987209,0.566233926,28.0,302.34,Malaria,0.5
7679,36th week,Tamil Nadu,Thiruvallur,Chikungunya,35.0,0,31,8,2011,13.13014755,79.92435386,0.161409477,8.0,308.47,Chikungunya,0.0
7680,36th week,West Bengal,Bankura,Acute Diarrhoeal Disease,87.0,0,4,9,2011,23.13195425,87.2073972,0.988969509,13.0,299.3066666,Diarrheal Diseases,0.0
7681,36th week,West Bengal,Malda,Acute Diarrhoeal Disease,36.0,0,3,9,2011,25.0057449,88.1398483,0.355841429,15.0,301.2566666,Diarrheal Diseases,0.0
7682,36th week,Bihar,Jehanabad,Acute Diarrhoeal Disease,39.0,10,26,8,2011,25.15247135,85.00687849,0.482556564,10.0,303.24,Diarrheal Diseases,0.25
7683,36th week,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,21.0,0,19,8,2011,21.98934025,82.10996499,1.207808455,5.0,296.045,Diarrheal Diseases,0.0
7684,36th week,Karnataka,Ramanagara,Acute Diarrhoeal Disease,19.0,0,26,8,2011,12.7252766,77.2804797,1.051534091,4.0,298.8866667,Diarrheal Diseases,0.0
7685,36th week,Maharashtra,Nagpur,Acute Encephalitis Syndrome,2.0,2,9,8,2011,21.1498134,79.0820556,0.720740548,10.0,302.21,Encephalitis,0.6666666666666666
7686,36th week,Maharashtra,Nanded,Acute Diarrhoeal Disease,73.0,0,5,8,2011,19.09400875,77.48319215,0.398616377,10.0,301.86,Diarrheal Diseases,0.0
7687,36th week,Maharashtra,Nanded,Acute Diarrhoeal Disease,10.0,0,8,8,2011,19.09400875,77.48319215,0.274935942,10.0,300.92,Diarrheal Diseases,0.0
7688,36th week,West Bengal,Purulia,Acute Diarrhoeal Disease,28.0,0,21,8,2011,23.3291882,86.3672378,0.89000472,8.0,298.4,Diarrheal Diseases,0.0
7689,36th week,Andhra Pradesh,Krishna,Dengue,30.0,0,7,9,2011,16.21399145,81.02572814,0.028567162,14.0,304.56,Dengue,0.0
7690,36th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,94.0,0,5,9,2011,20.7084545,81.5481305,1.051307836,20.5,298.54,Diarrheal Diseases,0.0
7691,36th week,Haryana,Gurgaon,Malaria,253.0,0,1,9,2011,28.42826235,77.00270015,0.127933248,12.0,306.01,Malaria,0.0
7692,36th week,Haryana,Palwal,Acute Diarrhoeal Disease,171.0,6,30,8,2011,28.1769589,77.37311204,0.529675663,15.0,303.32,Diarrheal Diseases,0.03488372093023256
7693,36th week,Maharashtra,Nashik,Chikungunya,19.0,0,22,8,2011,20.0112475,73.7902364,0.367749243,6.0,300.5,Chikungunya,0.0
7694,36th week,West Bengal,Bankura,Cholera,189.0,0,11,8,2011,23.13195425,87.2073972,2.217227749,2.0,300.7666667,Diarrheal Diseases,0.0
7695,36th week,West Bengal,Bankura,Acute Diarrhoeal Disease,44.0,0,28,8,2011,23.13195425,87.2073972,0.676310241,8.0,300.36,Diarrheal Diseases,0.0
7696,36th week,West Bengal,Bankura,Acute Diarrhoeal Disease,39.0,0,15,8,2011,23.13195425,87.2073972,1.953290485,8.0,300.7666667,Diarrheal Diseases,0.0
7697,36th week,West Bengal,Birbhum,Cholera,206.0,0,14,8,2011,24.0,87.583333,1.804068677,7.0,301.74,Diarrheal Diseases,0.0
7698,37th week,Assam,Sibsagar,Acute Diarrhoeal Disease,17.0,0,12,9,2011,26.96388985,94.58213345,0.867222415,21.0,301.05,Diarrheal Diseases,0.0
7699,37th week,Madhya Pradesh,Bhind,Malaria,52.0,3,12,9,2011,26.5,78.75,0.665605805,11.0,302.0533334,Malaria,0.05660377358490566
7700,37th week,Madhya Pradesh,Chhattarpur,Malaria,258.0,0,14,9,2011,22.6540864,80.6339145,1.772438619,9.0,299.91,Malaria,0.0
7701,37th week,Punjab,Moga,Acute Diarrhoeal Disease,15.0,0,18,9,2011,30.7839866,75.16057423,0.833516026,24.0,299.35,Diarrheal Diseases,0.0
7702,37th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,11.0,0,16,9,2011,12.22721295,79.07015555,0.233512703,10.0,306.3866666,Diarrheal Diseases,0.0
7703,37th week,Uttarakhand,Haridwar,Dengue,10.0,0,5,9,2011,29.91235135,78.00871782,0.249171952,26.5,300.544,Dengue,0.0
7704,37th week,Tamil Nadu,Coimbatore,Chikungunya,10.0,0,2,9,2011,11.0600516,77.0679581,1.372625489,7.0,304.18,Chikungunya,0.0
7705,37th week,West Bengal,Bankura,Acute Diarrhoeal Disease,44.0,0,28,8,2011,23.13195425,87.2073972,0.676310241,8.0,300.36,Diarrheal Diseases,0.0
7706,37th week,West Bengal,Bankura,Acute Diarrhoeal Disease,45.0,0,14,8,2011,23.13195425,87.2073972,2.16417568,8.0,300.7666667,Diarrheal Diseases,0.0
7707,37th week,Bihar,Rohtas,Malaria,50.0,2,10,9,2011,24.6723487,83.92090397,0.802210575,17.0,301.91,Malaria,0.0392156862745098
7708,37th week,Karnataka,Udupi,Malaria,10.0,0,5,9,2011,13.3419169,74.7473232,5.564746436,9.0,294.1,Malaria,0.0
7709,37th week,West Bengal,Bankura,Acute Diarrhoeal Disease,62.0,0,21,8,2011,23.13195425,87.2073972,0.867642687,8.0,300.21,Diarrheal Diseases,0.0
7710,37th week,West Bengal,Bankura,Acute Diarrhoeal Disease,93.0,0,15,9,2011,23.13195425,87.2073972,0.442547995,6.0,301.69,Diarrheal Diseases,0.0
7711,37th week,West Bengal,Bankura,Acute Diarrhoeal Disease,57.0,0,5,9,2011,23.13195425,87.2073972,0.975160558,13.0,300.4,Diarrheal Diseases,0.0
7712,38th week,Telangana,Mahbubnagar,Dengue,72.0,0,16,9,2011,16.7434538,77.9923191,0.094782232,11.0,303.88,Dengue,0.0
7713,38th week,Assam,Baksa,Acute Diarrhoeal Disease,33.0,0,20,9,2011,26.62758805,91.46190527,1.350122507,24.0,300.44,Diarrheal Diseases,0.0
7714,38th week,Bihar,Nalanda,Acute Diarrhoeal Disease,17.0,1,15,9,2011,25.1364914,85.44365465,0.588964055,9.0,302.7333334,Diarrheal Diseases,0.05555555555555555
7715,38th week,Bihar,Saharsa,Acute Diarrhoeal Disease,35.0,0,22,9,2011,25.83264165,86.61489283,2.228340938,10.0,300.82,Diarrheal Diseases,0.0
7716,38th week,Bihar,Saharsa,Acute Diarrhoeal Disease,20.0,0,22,9,2011,25.83264165,86.61489283,2.228340938,10.0,300.82,Diarrheal Diseases,0.0
7717,38th week,Chhattisgarh,Durg,Acute Diarrhoeal Disease,24.0,0,15,9,2011,21.19903535,81.39795456,0.504083219,14.0,299.16,Diarrheal Diseases,0.0
7718,38th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,24.0,0,14,9,2011,22.0090841,82.578896,1.118166834,13.0,299.18,Diarrheal Diseases,0.0
7719,38th week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,33.0,0,14,9,2011,20.9727404,80.69155548,0.490320033,16.0,299.9666666,Diarrheal Diseases,0.0
7720,38th week,Gujarat,Rajkot,Cholera,44.0,0,15,9,2011,22.3053263,70.8028377,1.011349505,14.0,295.33,Diarrheal Diseases,0.0
7721,38th week,Karnataka,Uttara Kannada,Cholera,15.0,1,12,9,2011,14.72447415,74.64223734,1.037688386,15.0,299.2,Diarrheal Diseases,0.0625
7722,38th week,Kerala,Wayanad (Kalpetta),Acute Diarrhoeal Disease,23.0,0,12,9,2011,11.62614485,76.0888761,0.299876914,11.0,298.68,Diarrheal Diseases,0.0
7723,38th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,31.0,0,14,9,2011,20.0112475,73.7902364,0.340282211,8.0,296.7066666,Diarrheal Diseases,0.0
7724,38th week,Tamil Nadu,Dindigul,Dengue,6.0,1,16,9,2011,10.3303299,78.06739791,0.587777447,14.0,304.32,Dengue,0.14285714285714285
7725,38th week,Uttar Pradesh,Bulandshahar,Malaria,49.0,0,18,9,2011,28.5246712,77.5996529,0.303065985,17.0,301.036,Malaria,0.0
7726,38th week,West Bengal,Bankura,Acute Diarrhoeal Disease,17.0,0,21,9,2011,23.13195425,87.2073972,1.216281491,13.0,301.32,Diarrheal Diseases,0.0
7727,38th week,West Bengal,Bankura,Acute Diarrhoeal Disease,185.0,0,15,9,2011,23.13195425,87.2073972,0.442547995,6.0,301.69,Diarrheal Diseases,0.0
7728,38th week,West Bengal,Howrah,Acute Diarrhoeal Disease,493.0,0,23,9,2011,22.5736296,88.3251045,1.01343592,16.0,299.26,Diarrheal Diseases,0.0
7729,38th week,Bihar,Jamui,Acute Diarrhoeal Disease,14.0,0,26,8,2011,24.96785205,86.17351147,0.76650399,12.0,302.84,Diarrheal Diseases,0.0
7730,38th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,20.0,0,9,9,2011,22.0090841,82.578896,2.100668822,12.0,299.1,Diarrheal Diseases,0.0
7731,38th week,Maharashtra,Pune,Dengue,11.0,1,27,8,2011,18.521428,73.8544541,0.65951706,7.0,296.92,Dengue,0.08333333333333333
7732,38th week,Chhattisgarh,Raipur,Dengue,4.0,0,6,9,2011,21.2380912,81.6336993,1.268820137,23.0,299.82,Dengue,0.0
7733,38th week,Uttar Pradesh,Ghazipur,Acute Diarrhoeal Disease,30.0,0,22,9,2011,25.6035084,83.50745405,0.406454022,11.0,300.38,Diarrheal Diseases,0.0
7734,38th week,West Bengal,Bankura,Acute Diarrhoeal Disease,19.0,0,20,9,2011,23.13195425,87.2073972,1.270133772,6.0,301.32,Diarrheal Diseases,0.0
7735,38th week,West Bengal,Bankura,Acute Diarrhoeal Disease,58.0,0,28,8,2011,23.13195425,87.2073972,0.676310241,8.0,300.36,Diarrheal Diseases,0.0
7736,38th week,West Bengal,Birbhum,Cholera,36.0,0,27,8,2011,24.0,87.583333,0.519025461,12.0,301.56,Diarrheal Diseases,0.0
7737,38th week,West Bengal,Cooch Bihar,Acute Encephalitis Syndrome,3.0,0,29,7,2011,26.3223696,89.4592445,0.862647589,4.0,300.96,Encephalitis,0.0
7738,39th week,Assam,Nagaon,Acute Diarrhoeal Disease,8.0,2,22,9,2011,26.30414915,92.71605974,0.862054757,24.0,297.82,Diarrheal Diseases,0.2222222222222222
7739,39th week,Bihar,Aurangabad,Acute Diarrhoeal Disease,18.0,0,23,9,2011,24.786306,84.41448983,0.857729924,17.0,296.4,Diarrheal Diseases,0.0
7740,39th week,Bihar,Madhubani,Acute Diarrhoeal Disease,118.0,1,26,9,2011,26.350072,86.22914689,0.802856681,14.0,289.26,Diarrheal Diseases,0.008403361344537815
7741,39th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,98.0,0,20,9,2011,20.7084545,81.5481305,1.069376386,12.0,298.9,Diarrheal Diseases,0.0
7742,39th week,Chhattisgarh,Durg,Acute Diarrhoeal Disease,52.0,0,19,9,2011,21.19903535,81.39795456,0.855231947,14.0,298.79,Diarrheal Diseases,0.0
7743,39th week,Chhattisgarh,Janjgir,Malaria,12.0,1,24,9,2011,22.0090841,82.578896,0.896037153,26.0,299.74,Malaria,0.07692307692307693
7744,39th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,13.0,0,25,9,2011,22.7859232,86.1716093,0.981776841,16.0,299.54,Diarrheal Diseases,0.0
7745,39th week,Karnataka,Bidar,Acute Diarrhoeal Disease,10.0,0,26,9,2011,18.083333,77.333333,0.048038372,11.0,307.325,Diarrheal Diseases,0.0
7746,39th week,Karnataka,Bijapur,Dengue,12.0,1,19,9,2011,16.8269911,75.7175387,0.135876749,7.0,305.54,Dengue,0.07692307692307693
7747,39th week,Kerala,Wayanad,Acute Diarrhoeal Disease,18.0,0,26,9,2011,11.715219,76.12690295,0.152903128,28.0,299.585,Diarrheal Diseases,0.0
7748,39th week,Madhya Pradesh,Khandwa,Malaria,17.0,0,19,9,2011,21.9778642,76.56882823,0.396676135,19.0,301.49,Malaria,0.0
7749,39th week,Madhya Pradesh,Sagar,Acute Diarrhoeal Disease,11.0,0,26,9,2011,23.80961225,78.75911361,0.073041822,20.0,301.6366666,Diarrheal Diseases,0.0
7750,39th week,Maharashtra,Beed,Chikungunya,174.0,0,21,9,2011,18.9918442,75.909784,0.201998765,12.0,302.1666666,Chikungunya,0.0
7751,39th week,Maharashtra,Thane,Acute Diarrhoeal Disease,11.0,0,26,9,2011,19.1943294,72.9701779,0.210525414,26.0,298.485,Diarrheal Diseases,0.0
7752,39th week,Punjab,Hoshiarpur,Acute Diarrhoeal Disease,15.0,0,2,10,2011,31.60857425,75.84644247,0.152642722,15.0,302.5333334,Diarrheal Diseases,0.0
7753,39th week,Punjab,Jalandhar,Cholera,163.0,0,23,9,2011,31.29201065,75.56805772,0.050622226,16.0,300.9433334,Diarrheal Diseases,0.0
7754,39th week,Tamil Nadu,Saidapet,Cholera,5.0,0,1,10,2011,13.020817,80.2239536,0.0418525,11.0,307.22,Diarrheal Diseases,0.0
7755,39th week,Tamil Nadu,Kancheepuram,Dengue,7.0,0,2,10,2011,12.87960515,79.70427615,0.041915585,13.0,306.436,Dengue,0.0
7756,39th week,West Bengal,Bankura,Acute Diarrhoeal Disease,134.0,0,26,9,2011,23.13195425,87.2073972,0.592054982,16.0,300.62,Diarrheal Diseases,0.0
7757,39th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,41.0,0,22,9,2011,24.0,87.583333,1.492180517,16.5,300.24,Diarrheal Diseases,0.0
7758,39th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,21.0,0,28,9,2011,24.1745993,88.2721335,0.522286071,11.0,300.88,Diarrheal Diseases,0.0
7759,39th week,West Bengal,Purulia,Acute Diarrhoeal Disease,52.0,0,23,9,2011,23.3291882,86.3672378,1.30074146,14.0,299.46,Diarrheal Diseases,0.0
7760,39th week,Bihar,Patna,Acute Diarrhoeal Disease,16.0,0,1,9,2011,25.6093239,85.1235252,0.088070965,11.0,302.2233334,Diarrheal Diseases,0.0
7761,39th week,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,11.0,1,2,9,2011,21.98934025,82.10996499,1.121978067,6.0,300.7,Diarrheal Diseases,0.08333333333333333
7762,39th week,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,28.0,2,11,9,2011,21.98934025,82.10996499,2.283884039,16.0,297.66,Diarrheal Diseases,0.06896551724137931
7763,39th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,31.0,0,14,9,2011,20.0112475,73.7902364,0.340282211,8.0,296.7066666,Diarrheal Diseases,0.0
7764,39th week,Maharashtra,Pune,Dengue,11.0,1,27,8,2011,18.521428,73.8544541,0.65951706,7.0,296.92,Dengue,0.08333333333333333
7765,39th week,Bihar,Gaya,Acute Encephalitis Syndrome,201.0,48,23,8,2011,24.7964355,85.0079563,1.563493025,10.0,302.43,Encephalitis,0.2376237623762376
7766,39th week,Bihar,Munger,Malaria,23.0,0,19,9,2011,25.22081165,86.51720367,1.558218097,8.0,300.94,Malaria,0.0
7767,39th week,Jharkhand,East Singhbhum,Acute Encephalitis Syndrome,14.0,1,30,9,2011,22.8092139,86.2091549,0.16874972,9.0,300.935,Encephalitis,0.06666666666666667
7768,40th week,Bihar,Araria,Acute Diarrhoeal Disease,31.0,0,8,10,2011,26.26498795,87.37162648,0.116625211,21.0,301.53,Diarrheal Diseases,0.0
7769,40th week,Bihar,Araria,Acute Diarrhoeal Disease,12.0,0,7,10,2011,26.26498795,87.37162648,0.119392061,21.0,301.8666666,Diarrheal Diseases,0.0
7770,40th week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,8.0,1,7,10,2011,25.1677029,86.05935924,0.076879557,9.0,302.464,Diarrheal Diseases,0.1111111111111111
7771,40th week,Odisha,Ganjam,Acute Diarrhoeal Disease,18.0,1,4,10,2011,19.4129711,85.04710406,0.225489454,19.0,301.95,Diarrheal Diseases,0.05263157894736842
7772,40th week,Gujarat,Sabarkantha,Chikungunya,11.0,0,26,9,2011,24.0294885,73.0459884,0.067856776,20.0,300.1433334,Chikungunya,0.0
7773,40th week,Punjab,Mansa,Acute Diarrhoeal Disease,60.0,0,6,10,2011,29.8769971,75.48898661,0.000239861,21.0,302.14,Diarrheal Diseases,0.0
7774,40th week,Maharashtra,Osmanabad,Chikungunya,26.0,0,7,10,2011,18.16984395,76.11796321,0.181373737,12.0,307.89,Chikungunya,0.0
7775,40th week,Tamil Nadu,Thanjavur,Dengue,20.0,0,2,10,2011,10.7860267,79.1381497,0.057613416,12.0,305.0966666,Dengue,0.0
7776,40th week,Tamil Nadu,Karur,Acute Diarrhoeal Disease,13.0,0,6,10,2011,10.9301522,78.08485455,0.131047412,10.0,306.164,Diarrheal Diseases,0.0
7777,40th week,West Bengal,Bardhaman,Chikungunya,150.0,0,1,10,2011,23.41146995,87.84499445,0.289034453,24.0,300.91,Chikungunya,0.0
7778,40th week,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,15.0,0,23,9,2011,21.98934025,82.10996499,0.677762426,25.0,298.98,Diarrheal Diseases,0.0
7779,40th week,Maharashtra,Gadchiroli,Chikungunya,72.0,0,13,8,2011,19.75907035,80.16228073,0.238875614,10.5,298.3533334,Chikungunya,0.0
7780,40th week,Rajasthan,Bharatpur,Malaria,25.0,0,13,9,2011,27.26521245,77.36912555,0.583259915,9.0,301.5866666,Malaria,0.0
7781,40th week,Punjab,Jalandhar,Cholera,214.0,0,7,10,2011,31.29201065,75.56805772,0.027113703,9.0,302.3266666,Diarrheal Diseases,0.0
7782,41st week,Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,55.0,0,9,10,2011,16.99842865,81.71561488,0.019235005,18.0,304.14,Diarrheal Diseases,0.0
7783,41st week,Bihar,Bhagalpur,Acute Diarrhoeal Disease,30.0,0,11,10,2011,25.2871758,87.13033088,0.153239282,18.0,301.8133334,Diarrheal Diseases,0.0
7784,41st week,Bihar,Madhubani,Acute Diarrhoeal Disease,41.0,0,6,10,2011,26.350072,86.22914689,0.130206592,20.0,301.3,Diarrheal Diseases,0.0
7785,41st week,Bihar,Madhubani,Acute Diarrhoeal Disease,20.0,1,11,10,2011,26.350072,86.22914689,0.122556759,17.0,301.74,Diarrheal Diseases,0.047619047619047616
7786,41st week,Bihar,Nawada,Acute Diarrhoeal Disease,22.0,5,7,10,2011,24.818124,85.51855623,0.096478004,9.0,301.3833334,Diarrheal Diseases,0.21739130434782608
7787,41st week,Gujarat,Vadodara,Chikungunya,25.0,0,12,10,2011,22.2973142,73.1942567,0.001700839,11.0,308.17,Chikungunya,0.0
7788,41st week,Haryana,Karnal,Acute Diarrhoeal Disease,37.0,0,14,10,2011,29.6803266,76.9896254,0.047689438,9.0,304.448,Diarrheal Diseases,0.0
7789,41st week,Haryana,Panchkula,Chikungunya,37.0,0,1,10,2011,30.7137692,76.868276,0.076781031,15.0,302.0333334,Chikungunya,0.0
7790,41st week,Haryana,Yamuna Nagar,Chikungunya,14.0,0,14,10,2011,30.1389108,77.301064,0.047689438,9.0,304.448,Chikungunya,0.0
7791,41st week,Jharkhand,East Singhbhum,Malaria,50.0,3,13,10,2011,22.8092139,86.2091549,0.133331181,20.0,302.42,Malaria,0.058823529411764705
7792,41st week,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,12.0,0,13,10,2011,22.8092139,86.2091549,0.133331181,20.0,302.42,Diarrheal Diseases,0.0
7793,41st week,Karnataka,Bidar,Acute Diarrhoeal Disease,15.0,0,15,10,2011,18.083333,77.333333,0.288680528,12.0,305.92,Diarrheal Diseases,0.0
