id,week_of_outbreak,state_ut,district,disease,cases,deaths,day,month,year,latitude,longitude,precipitation,lai,temp,disease_category,death_rate
4597,52nd week,Maharashtra,Kolhapur,Malaria,60.0,1,19,12,2015,16.7028412,74.2405329,0.0004127,9.5,305.736,Malaria,0.01639344262295082
4598,52nd week,Maharashtra,Nashik,Dengue,10.0,0,17,12,2015,20.0112475,73.7902364,0.001370456,10.0,304.628,Dengue,0.0
4599,53rd week,Bihar,Jamui,Malaria,48.0,2,27,12,2015,24.96785205,86.17351147,0.030208036,9.0,295.325,Malaria,0.04081632653061224
4600,53rd week,Karnataka,Bidar,Chikungunya,15.0,0,28,12,2015,18.083333,77.333333,0.000121037,4.0,308.072,Chikungunya,0.0
4601,53rd week,Maharashtra,Kolhapur,Malaria,3.0,1,26,12,2015,16.7028412,74.2405329,0.000127909,9.5,305.0433334,Malaria,0.25
4602,53rd week,Tamil Nadu,Tiruvarur,Acute Diarrhoeal Disease,35.0,1,2,1,2016,10.7760127,79.6199369,0.032166656,17.0,300.108,Diarrheal Diseases,0.027777777777777776
4603,53rd week,Lakshadweep,Minicoy,Dengue,25.0,1,21,12,2015,8.295235,73.06483943,0.225489454,56.0,303.3241667,Dengue,0.038461538461538464
4604,1st week,Maharashtra,Beed,Dengue And Chikungunya,11.0,1,3,1,2014,18.9918442,75.909784,5.14e-05,8.0,302.8033334,Dengue-Chikungunya,0.08333333333333333
4605,1st week,West Bengal,West Medinipur,Acute Diarrhoeal Disease,145.0,1,4,1,2014,22.2788943,87.92227864,6.3e-05,6.0,296.165,Diarrheal Diseases,0.00684931506849315
4606,1st week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,13.0,0,23,12,2013,22.3547468,82.7110855,4.78e-05,8.0,296.4966666,Diarrheal Diseases,0.0
4607,2nd week,Assam,Karimganj,Acute Diarrhoeal Disease,18.0,1,7,1,2014,24.8483482,92.33221292,0.000538235,20.0,294.472,Diarrheal Diseases,0.05263157894736842
4608,2nd week,Assam,Darrang,Acute Diarrhoeal Disease,9.0,2,2,1,2014,26.75,92.5,0.003284459,5.0,293.032,Diarrheal Diseases,0.2
4609,2nd week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,32.0,1,7,1,2014,13.4923257,79.202539,0.00532941,11.0,303.54,Diarrheal Diseases,0.030303030303030304
4610,2nd week,Gujarat,Ahmedabad,Acute Diarrhoeal Disease,33.0,0,10,1,2014,23.0216238,72.5797068,5.56e-05,9.0,300.028,Diarrheal Diseases,0.0
4611,2nd week,Odisha,Ganjam,Cholera,42.0,0,1,1,2014,19.4129711,85.04710406,0.225489454,9.0,299.916,Diarrheal Diseases,0.0
4612,2nd week,Odisha,Ganjam,Acute Diarrhoeal Disease,24.0,0,1,1,2014,19.4129711,85.04710406,0.225489454,9.0,299.916,Diarrheal Diseases,0.0
4613,3rd week,Chhattisgarh,Bastar,Acute Diarrhoeal Disease,28.0,2,10,1,2014,19.11912825,81.82918649,0.000463873,12.0,301.41,Diarrheal Diseases,0.06896551724137931
4614,3rd week,Madhya Pradesh,Burhanpur,Dengue,40.0,0,14,1,2014,21.3118839,76.2291992,0.000113483,9.0,299.37,Dengue,0.0
4615,3rd week,Odisha,Kendrapara,Cholera,94.0,1,14,1,2014,20.50040085,86.43170623,0.000929964,6.0,299.64,Diarrheal Diseases,0.010526315789473684
4616,3rd week,Odisha,Jajpur,Acute Diarrhoeal Disease,16.0,1,18,1,2014,20.8522696,86.3385714,0.001353304,6.0,298.35,Diarrheal Diseases,0.058823529411764705
4617,3rd week,Odisha,Puri,Acute Diarrhoeal Disease,51.0,0,8,1,2014,19.8076083,85.8252538,0.005952785,7.0,299.968,Diarrheal Diseases,0.0
4618,3rd week,Odisha,Puri,Acute Diarrhoeal Disease,27.0,0,9,1,2014,19.8076083,85.8252538,0.006516846,7.0,299.448,Diarrheal Diseases,0.0
4619,3rd week,West Bengal,Medinipur West,Acute Diarrhoeal Disease,31.0,1,10,1,2014,22.4221814,87.3221281,0.000829816,6.0,296.16,Diarrheal Diseases,0.03125
4620,3rd week,Odisha,Ganjam,Cholera,41.0,0,2,1,2014,19.4129711,85.04710406,0.225489454,9.0,299.868,Diarrheal Diseases,0.0
4621,4th week,Maharashtra,Sindhudurg,Acute Diarrhoeal Disease,234.0,1,22,1,2014,16.1357193,73.6522086,0.000831265,14.0,302.3833334,Diarrheal Diseases,0.00425531914893617
4622,4th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,71.0,1,20,1,2014,21.1498134,79.0820556,0.017862497,7.0,301.865,Diarrheal Diseases,0.013888888888888888
4623,4th week,Tamil Nadu,Madurai,Acute Diarrhoeal Disease,17.0,0,21,1,2014,9.9261153,78.1140983,0.011996095,7.0,303.56,Diarrheal Diseases,0.0
4624,4th week,Tamil Nadu,Madurai,Acute Diarrhoeal Disease,28.0,0,23,1,2014,9.9261153,78.1140983,0.011670677,7.0,304.845,Diarrheal Diseases,0.0
4625,4th week,West Bengal,Malda,Acute Diarrhoeal Disease,61.0,1,22,1,2014,25.0057449,88.1398483,0.000686075,8.0,295.552,Diarrheal Diseases,0.016129032258064516
4626,5th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,50.0,0,30,1,2014,15.6589741,79.47164373,0.056125389,7.0,300.536,Diarrheal Diseases,0.0
4627,5th week,Himachal Pradesh,Kangra,Acute Diarrhoeal Disease,390.0,0,29,1,2014,32.166667,76.25,0.032014829,9.0,279.86,Diarrheal Diseases,0.0
4628,5th week,Madhya Pradesh,Shajapur,Acute Diarrhoeal Disease,22.0,1,26,1,2014,23.37074105,76.62051527,0.383716443,12.0,294.07,Diarrheal Diseases,0.043478260869565216
4629,5th week,Tamil Nadu,Tiruchirappalli,Chikungunya,22.0,0,29,1,2014,10.7992254,78.6811423,0.021870478,8.0,304.436,Chikungunya,0.0
4630,5th week,Assam,Udalguri,Acute Diarrhoeal Disease,14.0,1,18,1,2014,26.77253155,92.10641749,0.001087552,27.0,294.632,Diarrheal Diseases,0.06666666666666667
4631,6th week,Karnataka,Belgaum,Chikungunya,25.0,0,2,2,2014,15.8572666,74.5069343,8.33e-05,6.5,303.955,Chikungunya,0.0
4632,6th week,Karnataka,Belgaum,Acute Diarrhoeal Disease,32.0,0,6,2,2014,15.8572666,74.5069343,6.84e-05,7.0,306.1466666,Diarrheal Diseases,0.0
4633,6th week,Tamil Nadu,Tirunelveli,Acute Diarrhoeal Disease,32.0,1,4,2,2014,8.7284271,77.7112925,0.040969061,16.0,303.8133334,Diarrheal Diseases,0.030303030303030304
4634,6th week,Tripura,Unakoti,Acute Diarrhoeal Disease,30.0,1,3,2,2014,24.3167458,92.06650224,8.72e-05,29.0,294.8166666,Diarrheal Diseases,0.03225806451612903
4635,6th week,Kerala,Wayanad,Acute Diarrhoeal Disease,17.0,1,16,1,2014,11.715219,76.12690295,0.034027125,33.0,302.444,Diarrheal Diseases,0.05555555555555555
4636,6th week,Madhya Pradesh,Mandla,Malaria,31.0,2,27,1,2014,22.68536625,80.58150562,0.005135532,10.0,296.74,Malaria,0.0625
4637,7th week,Telangana,Nalgonda,Chikungunya,31.0,1,6,2,2014,16.8579636,79.21749353,0.000108595,7.0,303.616,Chikungunya,0.03125
4638,7th week,Odisha,Sundargarh,Acute Diarrhoeal Disease,41.0,2,6,2,2014,22.13327195,83.9796528,6.78e-05,8.0,301.7633334,Diarrheal Diseases,0.047619047619047616
4639,8th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,34.0,2,18,2,2014,19.75,83.0,0.15917322,9.0,302.1833334,Diarrheal Diseases,0.05714285714285714
4640,8th week,Tripura,South Tripura,Acute Diarrhoeal Disease,18.0,1,14,2,2014,23.5,91.666667,0.025728358,12.0,298.832,Diarrheal Diseases,0.05263157894736842
4641,8th week,Tripura,North Tripura,Acute Diarrhoeal Disease,62.0,1,20,2,2014,24.0921476,92.24512135,0.311237759,34.0,295.56,Diarrheal Diseases,0.015873015873015872
4642,8th week,Odisha,Puri,Acute Diarrhoeal Disease,22.0,0,10,2,2014,19.8076083,85.8252538,0.00013451,8.0,304.97,Diarrheal Diseases,0.0
4643,9th week,Jammu and Kashmir,Shopian,Acute Diarrhoeal Disease,16.0,1,26,2,2014,33.718807,74.8333311,0.250384166,9.0,275.048,Diarrheal Diseases,0.058823529411764705
4644,9th week,Odisha,Keonjhar,Acute Diarrhoeal Disease,16.0,1,26,2,2014,21.5,85.5,0.008689527,11.0,299.1633334,Diarrheal Diseases,0.058823529411764705
4645,9th week,Tamil Nadu,Dindigul,Chikungunya,17.0,0,26,2,2014,10.3303299,78.06739791,0.062599987,9.0,308.95,Chikungunya,0.0
4646,9th week,Tamil Nadu,Ramanathapuram,Chikungunya,15.0,0,22,2,2014,9.3895523,78.85907072,0.225489454,7.0,307.436,Chikungunya,0.0
4647,10th week,Bihar,East Champaran,Acute Diarrhoeal Disease,20.0,1,4,3,2014,26.5475298,84.6717583,0.52964891,14.0,292.675,Diarrheal Diseases,0.047619047619047616
4648,10th week,Karnataka,Raichur,Dengue,32.0,0,5,3,2014,16.083333,77.166667,0.032679796,7.0,305.86,Dengue,0.0
4649,10th week,Maharashtra,Parbhani,Acute Diarrhoeal Disease,47.0,1,2,3,2014,19.29031365,76.60290343,0.112009218,7.0,307.0,Diarrheal Diseases,0.020833333333333332
4650,10th week,Tamil Nadu,Ramanathapuram,Dengue,9.0,0,3,3,2014,9.3895523,78.85907072,0.225489454,6.0,308.13,Dengue,0.0
4651,10th week,Tamil Nadu,Ramanathapuram,Chikungunya,11.0,0,5,3,2014,9.3895523,78.85907072,0.225489454,7.5,306.66,Chikungunya,0.0
4652,11th week,Karnataka,Dharwad,Acute Diarrhoeal Disease,25.0,0,12,3,2014,15.4540505,75.0066516,0.02563086,5.0,311.09,Diarrheal Diseases,0.0
4653,11th week,Karnataka,Raichur,Dengue,30.0,0,3,3,2014,16.083333,77.166667,0.003840805,8.0,307.612,Dengue,0.0
4654,11th week,Maharashtra,Beed,Chikungunya,17.0,1,6,3,2014,18.9918442,75.909784,0.533671697,3.0,308.764,Chikungunya,0.05555555555555555
4655,12th week,Karnataka,Haveri,Acute Diarrhoeal Disease,63.0,0,22,3,2014,14.7874825,75.3996731,0.00099762,19.5,309.7466666,Diarrheal Diseases,0.0
4656,12th week,Lakshadweep,Kavaratti Island,Dengue,6.0,1,3,3,2014,10.55905,72.6365688,0.225489454,9.0,303.3241667,Dengue,0.14285714285714285
4657,13th week,Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,31.0,0,26,3,2014,16.21399145,81.02572814,7.47e-05,15.0,306.15,Diarrheal Diseases,0.0
4658,13th week,Karnataka,Raichur,Chikungunya,20.0,0,26,3,2014,16.083333,77.166667,5.08e-05,8.0,315.58,Chikungunya,0.0
4659,13th week,West Bengal,Purulia,Acute Diarrhoeal Disease,85.0,0,27,3,2014,23.3291882,86.3672378,0.046971462,7.0,306.6266666,Diarrheal Diseases,0.0
4660,13th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,13.0,1,14,3,2014,21.75,86.5,0.130860467,10.0,303.95,Diarrheal Diseases,0.07142857142857142
4661,14th week,Gujarat,Anand,Acute Diarrhoeal Disease,31.0,0,29,3,2014,22.5584995,72.9625629,4.46e-05,9.0,311.476,Diarrheal Diseases,0.0
4662,14th week,Madhya Pradesh,Shivpuri,Acute Diarrhoeal Disease,14.0,1,4,4,2014,25.37524125,77.82811933,0.000362255,6.0,312.9333334,Diarrheal Diseases,0.06666666666666667
4663,14th week,Uttar Pradesh,Lucknow,Acute Diarrhoeal Disease,11.0,1,1,4,2014,26.8420098,80.94785711,0.000536927,7.0,305.3666666,Diarrheal Diseases,0.08333333333333333
4664,14th week,West Bengal,Birbhum,Cholera,31.0,0,3,4,2014,24.0,87.583333,2.95e-05,9.0,310.144,Diarrheal Diseases,0.0
4665,14th week,Maharashtra,Beed,Chikungunya,15.0,1,21,3,2014,18.9918442,75.909784,0.001515266,3.0,311.6,Chikungunya,0.0625
4666,15th week,Bihar,Nawada,Acute Diarrhoeal Disease,60.0,2,9,4,2014,24.818124,85.51855623,0.000606265,6.0,313.89,Diarrheal Diseases,0.03278688524590164
4667,15th week,Karnataka,Mysore,Acute Diarrhoeal Disease,33.0,0,10,4,2014,12.3051828,76.6553609,0.04065912,7.0,314.085,Diarrheal Diseases,0.0
4668,15th week,Karnataka,Mandya,Acute Diarrhoeal Disease,28.0,0,7,4,2014,12.5238888,76.8961961,0.000178691,8.0,311.9466666,Diarrheal Diseases,0.0
4669,16th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,14.0,2,9,4,2014,17.7222517,83.32670984,0.003455333,10.0,309.0733334,Diarrheal Diseases,0.13333333333333333
4670,16th week,Gujarat,Surat,Acute Diarrhoeal Disease,38.0,0,10,4,2014,21.19177615,72.95441578,0.000214064,7.0,312.0233334,Diarrheal Diseases,0.0
4671,16th week,Karnataka,Bijapur,Chikungunya,10.0,0,19,4,2014,16.8269911,75.7175387,0.112154878,4.0,319.716,Chikungunya,0.0
4672,16th week,Maharashtra,Dhule,Dengue,94.0,2,13,4,2014,21.13170235,74.48990147,0.006512856,5.0,318.6466666,Dengue,0.021052631578947368
4673,16th week,Maharashtra,Dhule,Dengue,18.0,1,16,4,2014,21.13170235,74.48990147,0.000307061,5.0,320.9333334,Dengue,0.05263157894736842
4674,16th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,30.0,0,16,4,2014,24.0,87.583333,0.038329145,8.0,311.652,Diarrheal Diseases,0.0
4675,16th week,Kerala,Kottayam,Dengue,13.0,1,17,3,2014,9.6287383,76.64553257,0.004219195,30.0,308.156,Dengue,0.07142857142857142
4676,16th week,Maharashtra,Thane,Dengue,20.0,1,29,3,2014,19.1943294,72.9701779,6.47e-05,9.0,315.53,Dengue,0.047619047619047616
4677,17th week,Assam,Jorhat,Acute Diarrhoeal Disease,21.0,2,21,4,2014,26.7577925,94.2079645,0.027976574,12.0,303.38,Diarrheal Diseases,0.09090909090909091
4678,17th week,Gujarat,Kheda,Acute Diarrhoeal Disease,12.0,1,23,4,2014,22.75,72.833333,0.020832852,5.0,313.572,Diarrheal Diseases,0.07692307692307693
4679,17th week,Karnataka,Davangere,Acute Diarrhoeal Disease,17.0,0,18,4,2014,14.4679807,75.9195682,0.0285625,7.0,314.244,Diarrheal Diseases,0.0
4680,17th week,Madhya Pradesh,Khargone,Chikungunya,35.0,0,25,4,2014,21.825599,75.614182,0.016326835,4.0,318.8133334,Chikungunya,0.0
4681,17th week,Maharashtra,Dhule,Dengue,14.0,1,17,4,2014,21.13170235,74.48990147,0.000358273,5.0,321.36,Dengue,0.06666666666666667
4682,17th week,Rajasthan,Jhunjhunu,Acute Diarrhoeal Disease,40.0,1,22,4,2014,28.1287995,75.3992581,0.077886926,2.0,314.38,Diarrheal Diseases,0.024390243902439025
4683,18th week,Assam,Jorhat,Acute Diarrhoeal Disease,21.0,2,1,5,2014,26.7577925,94.2079645,0.110433211,17.0,306.415,Diarrheal Diseases,0.09090909090909091
4684,18th week,West Bengal,Malda,Acute Diarrhoeal Disease,47.0,1,27,4,2014,25.0057449,88.1398483,2.95e-05,8.0,313.94,Diarrheal Diseases,0.020833333333333332
4685,18th week,Maharashtra,Ahmednagar,Chikungunya,29.0,1,19,4,2014,19.1627725,74.8580243,0.023968211,5.0,320.272,Chikungunya,0.03333333333333333
4686,18th week,Maharashtra,Thane,Dengue,14.0,1,20,4,2014,19.1943294,72.9701779,0.010346018,9.0,315.49,Dengue,0.06666666666666667
4687,18th week,Madhya Pradesh,Narsinghpur,Dengue,63.0,1,18,4,2014,22.9467047,79.1980228,0.004870074,5.0,315.4566666,Dengue,0.015625
4688,19th week,Gujarat,Mahesana,Acute Diarrhoeal Disease,12.0,0,8,5,2014,23.6015557,72.3867981,0.007544037,6.0,317.232,Diarrheal Diseases,0.0
4689,19th week,Karnataka,Belgaum,Acute Diarrhoeal Disease,11.0,0,1,5,2014,15.8572666,74.5069343,0.238347736,9.0,313.42,Diarrheal Diseases,0.0
4690,19th week,Karnataka,Tumkur,Acute Diarrhoeal Disease,26.0,1,5,5,2014,13.3400771,77.1006208,0.062338294,7.0,312.088,Diarrheal Diseases,0.037037037037037035
4691,19th week,Maharashtra,Satara,Acute Diarrhoeal Disease,22.0,1,3,5,2014,17.63612885,74.29827808,0.022178649,4.0,316.3,Diarrheal Diseases,0.043478260869565216
4692,19th week,Madhya Pradesh,Katni,Acute Diarrhoeal Disease,48.0,3,8,5,2014,23.8339621,80.392456,0.00222981,9.0,314.7466666,Diarrheal Diseases,0.061224489795918366
4693,19th week,Odisha,Puri,Acute Diarrhoeal Disease,21.0,0,10,5,2014,19.8076083,85.8252538,0.026528852,8.0,311.384,Diarrheal Diseases,0.0
4694,19th week,Odisha,Keonjhar,Acute Diarrhoeal Disease,10.0,1,7,5,2014,21.5,85.5,0.071717756,12.0,310.88,Diarrheal Diseases,0.09090909090909091
4695,19th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,11.0,1,7,5,2014,19.75,83.0,0.195666051,10.0,311.6966666,Diarrheal Diseases,0.08333333333333333
4696,19th week,Rajasthan,Dungarpur,Acute Diarrhoeal Disease,20.0,1,2,5,2014,23.666667,73.75,0.000356534,5.0,320.828,Diarrheal Diseases,0.047619047619047616
4697,20th week,Karnataka,Tumkur,Chikungunya,22.0,1,13,5,2014,13.3400771,77.1006208,0.617367619,8.0,309.8,Chikungunya,0.043478260869565216
4698,20th week,Karnataka,Mysore,Cholera,32.0,0,15,5,2014,12.3051828,76.6553609,0.047938183,10.0,307.315,Diarrheal Diseases,0.0
4699,20th week,Karnataka,Hassan,Acute Diarrhoeal Disease,39.0,0,18,5,2014,13.0070817,76.0992703,0.010036816,10.0,308.89,Diarrheal Diseases,0.0
4700,20th week,Maharashtra,Ahmednagar,Dengue,16.0,1,14,5,2014,19.1627725,74.8580243,0.003028382,4.0,319.06,Dengue,0.058823529411764705
4701,20th week,Madhya Pradesh,Mandla,Dengue,50.0,2,12,5,2014,22.68536625,80.58150562,0.025039662,9.0,313.432,Dengue,0.0392156862745098
4702,20th week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,92.0,2,13,5,2014,23.25,78.083333,0.00030063,5.0,319.608,Diarrheal Diseases,0.021505376344086023
4703,20th week,Kerala,Palakkad,Dengue,15.0,2,9,3,2014,10.78789845,76.47408711,0.183725522,22.0,302.62,Dengue,0.125
4704,20th week,Maharashtra,Ahmednagar,Dengue,20.0,1,25,4,2014,19.1627725,74.8580243,0.034854507,5.0,315.9166666,Dengue,0.047619047619047616
4705,20th week,Manipur,Tamenglong,Acute Diarrhoeal Disease,30.0,2,1,4,2014,24.9354013,93.56791112,0.081060162,52.0,300.55,Diarrheal Diseases,0.06451612903225806
4706,20th week,Rajasthan,Tonk,Dengue,24.0,2,28,4,2014,26.12214725,75.66375374,0.001898254,3.0,320.3833334,Dengue,0.08
4707,20th week,Tripura,Khowai,Malaria,151.0,1,9,4,2015,24.04673835,91.62320954,0.8868028,18.0,298.784,Malaria,0.006578947368421052
4708,21st week,Andhra Pradesh,Kadapa,Dengue,15.0,0,17,5,2014,14.4752936,78.8216861,0.000116949,6.0,316.036,Dengue,0.0
4709,21st week,Assam,Golaghat,Acute Diarrhoeal Disease,20.0,1,19,5,2014,26.40490095,94.03209112,0.041196802,23.0,304.3533334,Diarrheal Diseases,0.047619047619047616
4710,21st week,Assam,Golaghat,Acute Diarrhoeal Disease,26.0,2,26,5,2014,26.40490095,94.03209112,0.149728222,30.0,306.055,Diarrheal Diseases,0.07407407407407407
4711,21st week,Gujarat,Mahesana,Acute Diarrhoeal Disease,14.0,0,24,5,2014,23.6015557,72.3867981,0.00109347,6.0,318.5133334,Diarrheal Diseases,0.0
4712,21st week,Maharashtra,Beed,Dengue And Chikungunya,22.0,1,26,5,2014,18.9918442,75.909784,0.005309126,3.0,317.54,Dengue-Chikungunya,0.043478260869565216
4713,21st week,Maharashtra,Gondia,Malaria,8.0,1,26,5,2014,21.455228,80.1962729,0.011927119,9.0,314.5,Malaria,0.1111111111111111
4714,21st week,Odisha,Keonjhar,Acute Diarrhoeal Disease,24.0,1,22,5,2014,21.5,85.5,0.012128108,13.0,312.3933334,Diarrheal Diseases,0.04
4715,21st week,Punjab,Ludhiana,Acute Diarrhoeal Disease,11.0,1,18,5,2014,30.9090157,75.851601,0.149370367,5.0,308.82,Diarrheal Diseases,0.08333333333333333
4716,21st week,Tamil Nadu,Krishnagiri,Acute Diarrhoeal Disease,19.0,1,25,5,2014,12.5188835,78.2206536,0.196819677,11.0,306.792,Diarrheal Diseases,0.05
4717,22nd week,Gujarat,Amreli,Acute Diarrhoeal Disease,62.0,0,31,5,2014,20.866667,70.75,0.002716027,7.0,314.9433334,Diarrheal Diseases,0.0
4718,22nd week,Karnataka,Chamrajnagar,Chikungunya,14.0,1,30,5,2014,11.9269937,76.9424311,0.359956189,12.0,306.355,Chikungunya,0.06666666666666667
4719,22nd week,Maharashtra,Beed,Dengue,12.0,1,29,5,2014,18.9918442,75.909784,0.000124487,3.0,319.45,Dengue,0.07692307692307693
4720,22nd week,Karnataka,Davangere,Cholera,98.0,2,18,5,2014,14.4679807,75.9195682,0.002263863,8.0,309.808,Diarrheal Diseases,0.020202020202020204
4721,22nd week,Karnataka,Hassan,Acute Diarrhoeal Disease,32.0,0,19,5,2014,13.0070817,76.0992703,0.05486158,10.0,308.768,Diarrheal Diseases,0.0
4722,22nd week,Karnataka,Chitradurga,Chikungunya,13.0,0,19,5,2014,14.2266443,76.4005122,0.05775834,6.0,312.604,Chikungunya,0.0
4723,22nd week,Karnataka,Shimoga,Acute Diarrhoeal Disease,31.0,2,18,5,2014,13.9326093,75.574978,0.000855554,14.0,306.7233334,Diarrheal Diseases,0.0625
4724,22nd week,West Bengal,Purulia,Malaria,21.0,0,5,5,2014,23.3291882,86.3672378,0.084762747,6.0,312.1966666,Malaria,0.0
4725,23rd week,Telangana,Nizamabad,Acute Diarrhoeal Disease,27.0,1,2,6,2014,18.75,78.25,0.005093629,4.0,313.68,Diarrheal Diseases,0.03571428571428571
4726,23rd week,Assam,Dibrugarh,Acute Diarrhoeal Disease,68.0,2,6,6,2014,27.4844597,94.9019447,0.213873255,11.0,303.0333334,Diarrheal Diseases,0.028985507246376812
4727,23rd week,Assam,Kamrup,Acute Diarrhoeal Disease,84.0,1,5,6,2014,26.12755515,91.29987148,0.172991591,13.0,303.5266666,Diarrheal Diseases,0.011764705882352941
4728,23rd week,Gujarat,Panchmahal,Acute Diarrhoeal Disease,11.0,1,1,6,2014,22.7748893,73.620404,0.000285063,9.0,319.2466666,Diarrheal Diseases,0.08333333333333333
4729,23rd week,Haryana,Gurgaon,Cholera,60.0,0,9,6,2014,28.42826235,77.00270015,3.86e-05,4.0,316.1533334,Diarrheal Diseases,0.0
4730,23rd week,Himachal Pradesh,Solan,Acute Diarrhoeal Disease,10.0,1,6,6,2014,30.92589585,77.08200509,0.064609588,22.0,306.1133334,Diarrheal Diseases,0.09090909090909091
4731,23rd week,Karnataka,Bagalkot,Acute Diarrhoeal Disease,163.0,0,6,6,2014,16.1853166,75.6967919,0.339083418,5.0,312.5266666,Diarrheal Diseases,0.0
4732,23rd week,Karnataka,Chitradurga,Cholera,25.0,0,5,6,2014,14.2266443,76.4005122,0.130022756,8.0,304.51,Diarrheal Diseases,0.0
4733,23rd week,Karnataka,Chamarajanagar,Chikungunya,28.0,1,1,6,2014,11.9346006,76.9328209,0.279510391,11.5,304.724,Chikungunya,0.034482758620689655
4734,23rd week,Karnataka,Bangalore urban,Dengue,18.0,1,2,6,2014,12.94514225,77.553645,0.634798013,9.0,305.508,Dengue,0.05263157894736842
4735,23rd week,Karnataka,Ramanagar,Chikungunya,19.0,1,1,6,2014,16.811241,75.7114214,0.092146218,9.0,311.64,Chikungunya,0.05
4736,23rd week,Kerala,Ernakulam,Acute Diarrhoeal Disease,15.0,0,22,4,2014,9.98408,76.2741457,0.280974298,26.0,303.188,Diarrheal Diseases,0.0
4737,23rd week,Madhya Pradesh,Burhanpur,Acute Diarrhoeal Disease,49.0,0,5,6,2014,21.3118839,76.2291992,0.000559119,3.0,318.2333334,Diarrheal Diseases,0.0
4738,23rd week,Madhya Pradesh,Harda,Acute Diarrhoeal Disease,17.0,1,6,6,2014,22.3388828,77.0929933,0.000564846,5.0,319.9633334,Diarrheal Diseases,0.05555555555555555
4739,23rd week,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,14.0,1,4,6,2014,24.5,80.25,0.004290014,5.0,318.96,Diarrheal Diseases,0.06666666666666667
4740,23rd week,Maharashtra,Jalna,Dengue,28.0,1,31,5,2014,19.91883295,75.87085986,0.000615294,3.0,318.66,Dengue,0.034482758620689655
4741,23rd week,Maharashtra,Nashik,Dengue,24.0,0,2,6,2014,20.0112475,73.7902364,0.159487892,5.0,312.3966666,Dengue,0.0
4742,23rd week,Tamil Nadu,Tiruchirappalli,Chikungunya,37.0,0,6,6,2014,10.7992254,78.6811423,0.187949845,9.0,309.87,Chikungunya,0.0
4743,23rd week,Tamil Nadu,Ramanathapuram,Dengue,12.0,0,3,6,2014,9.3895523,78.85907072,0.225489454,7.0,308.9833334,Dengue,0.0
4744,23rd week,Uttar Pradesh,Unnao,Acute Diarrhoeal Disease,14.0,2,29,5,2014,26.57550365,80.61376178,0.02898302,5.0,314.012,Diarrheal Diseases,0.13333333333333333
4745,23rd week,West Bengal,Bankura,Acute Diarrhoeal Disease,29.0,0,31,5,2014,23.13195425,87.2073972,0.787139503,10.0,306.0866666,Diarrheal Diseases,0.0
4746,23rd week,West Bengal,Malda,Acute Encephalitis Syndrome,69.0,29,5,6,2014,25.0057449,88.1398483,0.42971349,9.0,302.812,Encephalitis,0.4142857142857143
4747,23rd week,Jammu and Kashmir,Kulgam,Acute Diarrhoeal Disease,697.0,1,15,5,2014,33.66980055,75.01480232,1.065492495,11.0,282.4233334,Diarrheal Diseases,0.0014326647564469914
4748,23rd week,Karnataka,Davangere,Chikungunya,30.0,0,24,5,2014,14.4679807,75.9195682,0.182672543,6.0,309.345,Chikungunya,0.0
4749,23rd week,Maharashtra,Amravati,Dengue,17.0,1,16,5,2014,20.9521098,77.7333168,0.00227964,2.5,322.6266666,Dengue,0.05555555555555555
4750,23rd week,Maharashtra,Ahmednagar,Dengue,20.0,1,25,4,2014,19.1627725,74.8580243,0.034854507,5.0,315.9166666,Dengue,0.047619047619047616
4751,23rd week,Maharashtra,Ahmednagar,Chikungunya,14.0,1,20,5,2014,19.1627725,74.8580243,0.017832035,4.0,317.864,Chikungunya,0.06666666666666667
4752,23rd week,Maharashtra,Bhandara,Dengue,31.0,1,26,3,2014,21.12304765,79.79390882,0.000998417,7.0,312.03,Dengue,0.03125
4753,23rd week,Maharashtra,Kolhapur,Acute Diarrhoeal Disease,133.0,1,21,5,2014,16.7028412,74.2405329,0.085681613,7.0,315.745,Diarrheal Diseases,0.007462686567164179
4754,23rd week,Uttar Pradesh,Unnao,Acute Diarrhoeal Disease,119.0,2,21,5,2014,26.57550365,80.61376178,0.001230991,5.0,314.2266666,Diarrheal Diseases,0.016666666666666666
4755,23rd week,West Bengal,Burdwan,Acute Diarrhoeal Disease,26.0,0,6,5,2014,23.2495714,87.8681751,0.271653495,9.0,308.1,Diarrheal Diseases,0.0
4756,23rd week,Madhya Pradesh,Mandla,Dengue,61.0,2,12,5,2014,22.68536625,80.58150562,0.025039662,9.0,313.432,Dengue,0.03225806451612903
4757,23rd week,Madhya Pradesh,Sehore,Chikungunya,60.0,0,22,5,2014,23.1156882,77.06623939,0.00112245,5.0,319.1666666,Chikungunya,0.0
